DeviceId,Platform,Encryption,AuthenticationMethod,OSVersion,RootOrJailbreak,BitLocker,SecureBoot,TPM,DefenderAV,ComplianceStatusBefore,ComplianceStatusAfter
AND-307,Android,No,Alphanumeric (8),11.0,Rooted,,,,,Noncompliant,Compliant
AND-308,Android,Yes (AES),4-digit PIN,11.0,Rooted,,,,,Noncompliant,Compliant
AND-309,Android,No,Alphanumeric (8),11.0,Rooted,,,,,Compliant,Compliant
AND-310,Android,Yes (AES),4-digit PIN,13.0,Rooted,,,,,Noncompliant,Compliant
AND-311,Android,Yes (AES),4-digit PIN,12.0,Rooted,,,,,Noncompliant,Compliant
AND-312,Android,Yes (AES),Alphanumeric (8),14.0,Clean,,,,,Compliant,Compliant
AND-313,Android,Yes (AES),Alphanumeric (8),12.0,Clean,,,,,Noncompliant,Compliant
AND-314,Android,Yes (AES),Biometric + PIN,14.0,Clean,,,,,Compliant,Compliant
AND-315,Android,No,Alphanumeric (8),13.0,Clean,,,,,Compliant,Compliant
AND-316,Android,No,4-digit PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-317,Android,Yes (AES),Alphanumeric (8),14.0,Rooted,,,,,Compliant,Compliant
AND-318,Android,No,4-digit PIN,13.0,Clean,,,,,Compliant,Compliant
AND-319,Android,No,Alphanumeric (8),12.0,Clean,,,,,Noncompliant,Compliant
AND-320,Android,No,Biometric + PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-321,Android,No,4-digit PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-322,Android,No,Biometric + PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-323,Android,No,4-digit PIN,14.0,Clean,,,,,Compliant,Compliant
AND-324,Android,No,Biometric + PIN,13.0,Rooted,,,,,Noncompliant,Compliant
AND-325,Android,Yes (AES),Alphanumeric (8),13.0,Clean,,,,,Compliant,Compliant
AND-326,Android,Yes (AES),Alphanumeric (8),14.0,Clean,,,,,Noncompliant,Compliant
AND-327,Android,Yes (AES),Biometric + PIN,13.0,Clean,,,,,Noncompliant,Compliant
AND-328,Android,No,Alphanumeric (8),13.0,Clean,,,,,Noncompliant,Compliant
AND-329,Android,No,4-digit PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-330,Android,Yes (AES),Biometric + PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-331,Android,Yes (AES),Alphanumeric (8),11.0,Rooted,,,,,Noncompliant,Compliant
AND-332,Android,No,Biometric + PIN,12.0,Rooted,,,,,Compliant,Compliant
AND-333,Android,Yes (AES),4-digit PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-334,Android,Yes (AES),Alphanumeric (8),11.0,Rooted,,,,,Compliant,Compliant
AND-335,Android,No,Biometric + PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-336,Android,Yes (AES),4-digit PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-337,Android,Yes (AES),Alphanumeric (8),12.0,Clean,,,,,Noncompliant,Compliant
AND-338,Android,No,Alphanumeric (8),11.0,Clean,,,,,Compliant,Compliant
AND-339,Android,No,Alphanumeric (8),12.0,Clean,,,,,Compliant,Compliant
AND-340,Android,Yes (AES),Biometric + PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-341,Android,No,4-digit PIN,12.0,Clean,,,,,Noncompliant,Compliant
AND-342,Android,Yes (AES),4-digit PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-343,Android,No,4-digit PIN,14.0,Clean,,,,,Compliant,Compliant
AND-344,Android,Yes (AES),4-digit PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-345,Android,Yes (AES),Biometric + PIN,11.0,Rooted,,,,,Compliant,Compliant
AND-346,Android,No,Alphanumeric (8),11.0,Rooted,,,,,Noncompliant,Compliant
AND-347,Android,No,4-digit PIN,13.0,Clean,,,,,Compliant,Compliant
AND-348,Android,No,Alphanumeric (8),11.0,Clean,,,,,Noncompliant,Compliant
AND-349,Android,No,Alphanumeric (8),12.0,Clean,,,,,Compliant,Compliant
AND-350,Android,Yes (AES),4-digit PIN,11.0,Clean,,,,,Compliant,Compliant
AND-351,Android,No,Alphanumeric (8),14.0,Clean,,,,,Noncompliant,Compliant
AND-352,Android,Yes (AES),4-digit PIN,11.0,Rooted,,,,,Noncompliant,Compliant
AND-353,Android,No,Alphanumeric (8),12.0,Clean,,,,,Noncompliant,Compliant
AND-354,Android,Yes (AES),Alphanumeric (8),12.0,Clean,,,,,Compliant,Compliant
AND-355,Android,Yes (AES),Biometric + PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-356,Android,Yes (AES),Biometric + PIN,12.0,Clean,,,,,Noncompliant,Compliant
AND-357,Android,No,4-digit PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-358,Android,No,Biometric + PIN,12.0,Rooted,,,,,Noncompliant,Compliant
AND-359,Android,No,4-digit PIN,12.0,Rooted,,,,,Compliant,Compliant
AND-360,Android,Yes (AES),Biometric + PIN,11.0,Clean,,,,,Compliant,Compliant
AND-361,Android,No,Alphanumeric (8),13.0,Rooted,,,,,Compliant,Compliant
AND-362,Android,Yes (AES),4-digit PIN,11.0,Rooted,,,,,Compliant,Compliant
AND-363,Android,Yes (AES),Biometric + PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-364,Android,Yes (AES),4-digit PIN,13.0,Clean,,,,,Noncompliant,Compliant
AND-365,Android,Yes (AES),Alphanumeric (8),12.0,Clean,,,,,Compliant,Compliant
AND-366,Android,No,4-digit PIN,12.0,Rooted,,,,,Noncompliant,Compliant
AND-367,Android,No,4-digit PIN,13.0,Rooted,,,,,Compliant,Compliant
AND-368,Android,Yes (AES),Alphanumeric (8),14.0,Rooted,,,,,Noncompliant,Compliant
AND-369,Android,Yes (AES),4-digit PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-370,Android,Yes (AES),Alphanumeric (8),13.0,Clean,,,,,Noncompliant,Compliant
AND-371,Android,Yes (AES),Biometric + PIN,11.0,Clean,,,,,Compliant,Compliant
AND-372,Android,Yes (AES),Biometric + PIN,13.0,Clean,,,,,Noncompliant,Compliant
AND-373,Android,Yes (AES),Biometric + PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-374,Android,No,Biometric + PIN,11.0,Rooted,,,,,Noncompliant,Compliant
AND-375,Android,Yes (AES),Biometric + PIN,12.0,Clean,,,,,Compliant,Compliant
AND-376,Android,No,Biometric + PIN,12.0,Rooted,,,,,Compliant,Compliant
AND-377,Android,Yes (AES),Biometric + PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-378,Android,No,Biometric + PIN,13.0,Rooted,,,,,Compliant,Compliant
AND-379,Android,No,Biometric + PIN,13.0,Rooted,,,,,Noncompliant,Compliant
AND-380,Android,No,Biometric + PIN,14.0,Rooted,,,,,Compliant,Compliant
AND-381,Android,No,Alphanumeric (8),11.0,Clean,,,,,Noncompliant,Compliant
AND-382,Android,No,4-digit PIN,13.0,Clean,,,,,Noncompliant,Compliant
AND-383,Android,No,4-digit PIN,14.0,Rooted,,,,,Compliant,Compliant
AND-384,Android,Yes (AES),4-digit PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-385,Android,No,Biometric + PIN,12.0,Clean,,,,,Noncompliant,Compliant
AND-386,Android,No,4-digit PIN,13.0,Clean,,,,,Noncompliant,Compliant
AND-387,Android,Yes (AES),Alphanumeric (8),11.0,Rooted,,,,,Noncompliant,Compliant
AND-388,Android,Yes (AES),Alphanumeric (8),13.0,Clean,,,,,Noncompliant,Compliant
AND-389,Android,Yes (AES),Biometric + PIN,13.0,Rooted,,,,,Noncompliant,Compliant
AND-390,Android,No,Biometric + PIN,11.0,Rooted,,,,,Noncompliant,Compliant
AND-391,Android,No,Biometric + PIN,13.0,Rooted,,,,,Noncompliant,Compliant
AND-392,Android,Yes (AES),4-digit PIN,14.0,Rooted,,,,,Compliant,Compliant
AND-393,Android,Yes (AES),4-digit PIN,13.0,Clean,,,,,Noncompliant,Compliant
AND-394,Android,Yes (AES),4-digit PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-395,Android,No,4-digit PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-396,Android,No,Biometric + PIN,11.0,Rooted,,,,,Compliant,Compliant
AND-397,Android,No,4-digit PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-398,Android,No,4-digit PIN,12.0,Clean,,,,,Noncompliant,Compliant
AND-399,Android,Yes (AES),Biometric + PIN,11.0,Rooted,,,,,Compliant,Compliant
AND-400,Android,Yes (AES),Alphanumeric (8),12.0,Clean,,,,,Noncompliant,Compliant
AND-401,Android,No,4-digit PIN,12.0,Rooted,,,,,Noncompliant,Compliant
AND-402,Android,Yes (AES),Biometric + PIN,14.0,Clean,,,,,Compliant,Compliant
AND-403,Android,No,Alphanumeric (8),13.0,Rooted,,,,,Noncompliant,Compliant
AND-404,Android,Yes (AES),Alphanumeric (8),13.0,Rooted,,,,,Noncompliant,Compliant
AND-405,Android,Yes (AES),4-digit PIN,11.0,Rooted,,,,,Noncompliant,Compliant
AND-406,Android,No,4-digit PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-407,Android,Yes (AES),Alphanumeric (8),12.0,Clean,,,,,Noncompliant,Compliant
AND-408,Android,No,4-digit PIN,13.0,Clean,,,,,Noncompliant,Compliant
AND-409,Android,Yes (AES),Alphanumeric (8),11.0,Clean,,,,,Noncompliant,Compliant
AND-410,Android,Yes (AES),Alphanumeric (8),14.0,Rooted,,,,,Noncompliant,Compliant
AND-411,Android,No,4-digit PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-412,Android,Yes (AES),4-digit PIN,13.0,Rooted,,,,,Noncompliant,Compliant
AND-413,Android,Yes (AES),Alphanumeric (8),13.0,Clean,,,,,Noncompliant,Compliant
AND-414,Android,No,Alphanumeric (8),13.0,Rooted,,,,,Noncompliant,Compliant
AND-415,Android,No,Biometric + PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-416,Android,No,Alphanumeric (8),14.0,Clean,,,,,Noncompliant,Compliant
AND-417,Android,Yes (AES),Alphanumeric (8),13.0,Rooted,,,,,Noncompliant,Compliant
AND-418,Android,No,4-digit PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-419,Android,Yes (AES),4-digit PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-420,Android,Yes (AES),Biometric + PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-421,Android,Yes (AES),Alphanumeric (8),14.0,Rooted,,,,,Compliant,Compliant
AND-422,Android,No,Biometric + PIN,11.0,Clean,,,,,Compliant,Compliant
AND-423,Android,Yes (AES),Alphanumeric (8),11.0,Clean,,,,,Noncompliant,Compliant
AND-424,Android,No,Alphanumeric (8),13.0,Rooted,,,,,Noncompliant,Compliant
AND-425,Android,No,Alphanumeric (8),14.0,Rooted,,,,,Noncompliant,Compliant
AND-426,Android,No,Alphanumeric (8),13.0,Rooted,,,,,Compliant,Compliant
AND-427,Android,No,Alphanumeric (8),14.0,Clean,,,,,Noncompliant,Compliant
AND-428,Android,Yes (AES),Alphanumeric (8),12.0,Rooted,,,,,Compliant,Compliant
AND-429,Android,Yes (AES),4-digit PIN,11.0,Rooted,,,,,Compliant,Compliant
AND-430,Android,No,Alphanumeric (8),13.0,Rooted,,,,,Noncompliant,Compliant
AND-431,Android,No,Biometric + PIN,12.0,Clean,,,,,Compliant,Compliant
AND-432,Android,Yes (AES),4-digit PIN,14.0,Clean,,,,,Compliant,Compliant
AND-433,Android,Yes (AES),4-digit PIN,12.0,Clean,,,,,Compliant,Compliant
AND-434,Android,No,4-digit PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-435,Android,Yes (AES),4-digit PIN,13.0,Rooted,,,,,Compliant,Compliant
AND-436,Android,Yes (AES),Biometric + PIN,13.0,Rooted,,,,,Compliant,Compliant
AND-437,Android,No,Alphanumeric (8),13.0,Rooted,,,,,Noncompliant,Compliant
AND-438,Android,Yes (AES),4-digit PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-439,Android,Yes (AES),Biometric + PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-440,Android,Yes (AES),4-digit PIN,13.0,Clean,,,,,Noncompliant,Compliant
AND-441,Android,No,4-digit PIN,12.0,Rooted,,,,,Compliant,Compliant
AND-442,Android,No,Biometric + PIN,11.0,Rooted,,,,,Compliant,Compliant
AND-443,Android,No,Biometric + PIN,12.0,Rooted,,,,,Noncompliant,Compliant
AND-444,Android,Yes (AES),Biometric + PIN,12.0,Rooted,,,,,Noncompliant,Compliant
AND-445,Android,Yes (AES),4-digit PIN,11.0,Clean,,,,,Compliant,Compliant
AND-446,Android,Yes (AES),Alphanumeric (8),12.0,Clean,,,,,Compliant,Compliant
AND-447,Android,No,4-digit PIN,13.0,Clean,,,,,Noncompliant,Compliant
AND-448,Android,No,4-digit PIN,11.0,Rooted,,,,,Compliant,Compliant
AND-449,Android,Yes (AES),Biometric + PIN,13.0,Clean,,,,,Compliant,Compliant
AND-450,Android,No,Biometric + PIN,11.0,Clean,,,,,Compliant,Compliant
AND-451,Android,Yes (AES),4-digit PIN,11.0,Rooted,,,,,Compliant,Compliant
AND-452,Android,Yes (AES),Alphanumeric (8),13.0,Rooted,,,,,Noncompliant,Compliant
AND-453,Android,No,Biometric + PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-454,Android,Yes (AES),4-digit PIN,14.0,Rooted,,,,,Compliant,Compliant
AND-455,Android,Yes (AES),Alphanumeric (8),13.0,Rooted,,,,,Noncompliant,Compliant
AND-456,Android,Yes (AES),Alphanumeric (8),11.0,Clean,,,,,Compliant,Compliant
AND-457,Android,No,Biometric + PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-458,Android,No,Alphanumeric (8),12.0,Rooted,,,,,Compliant,Compliant
AND-459,Android,Yes (AES),4-digit PIN,12.0,Clean,,,,,Noncompliant,Compliant
AND-460,Android,No,4-digit PIN,12.0,Clean,,,,,Noncompliant,Compliant
AND-461,Android,No,4-digit PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-462,Android,No,Biometric + PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-463,Android,Yes (AES),Alphanumeric (8),11.0,Rooted,,,,,Noncompliant,Compliant
AND-464,Android,Yes (AES),Alphanumeric (8),12.0,Clean,,,,,Compliant,Compliant
AND-465,Android,No,4-digit PIN,14.0,Rooted,,,,,Compliant,Compliant
AND-466,Android,No,4-digit PIN,13.0,Clean,,,,,Compliant,Compliant
AND-467,Android,Yes (AES),Alphanumeric (8),12.0,Rooted,,,,,Noncompliant,Compliant
AND-468,Android,No,Biometric + PIN,11.0,Rooted,,,,,Noncompliant,Compliant
AND-469,Android,Yes (AES),Biometric + PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-470,Android,Yes (AES),Biometric + PIN,11.0,Rooted,,,,,Noncompliant,Compliant
AND-471,Android,Yes (AES),4-digit PIN,11.0,Rooted,,,,,Compliant,Compliant
AND-472,Android,Yes (AES),Biometric + PIN,12.0,Clean,,,,,Noncompliant,Compliant
AND-473,Android,Yes (AES),4-digit PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-474,Android,Yes (AES),4-digit PIN,11.0,Rooted,,,,,Compliant,Compliant
AND-475,Android,No,Biometric + PIN,12.0,Clean,,,,,Compliant,Compliant
AND-476,Android,Yes (AES),Alphanumeric (8),14.0,Clean,,,,,Compliant,Compliant
AND-477,Android,Yes (AES),4-digit PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-478,Android,Yes (AES),Biometric + PIN,11.0,Rooted,,,,,Noncompliant,Compliant
AND-479,Android,Yes (AES),Alphanumeric (8),13.0,Rooted,,,,,Compliant,Compliant
AND-480,Android,Yes (AES),Biometric + PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-481,Android,No,Alphanumeric (8),12.0,Clean,,,,,Noncompliant,Compliant
AND-482,Android,Yes (AES),4-digit PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-483,Android,No,Biometric + PIN,13.0,Rooted,,,,,Noncompliant,Compliant
AND-484,Android,Yes (AES),Alphanumeric (8),12.0,Clean,,,,,Compliant,Compliant
AND-485,Android,Yes (AES),Alphanumeric (8),12.0,Clean,,,,,Compliant,Compliant
AND-486,Android,Yes (AES),Alphanumeric (8),12.0,Rooted,,,,,Compliant,Compliant
AND-487,Android,No,Alphanumeric (8),14.0,Clean,,,,,Noncompliant,Compliant
AND-488,Android,No,Biometric + PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-489,Android,No,Alphanumeric (8),13.0,Clean,,,,,Noncompliant,Compliant
AND-490,Android,No,Alphanumeric (8),12.0,Clean,,,,,Noncompliant,Compliant
AND-491,Android,No,Alphanumeric (8),11.0,Clean,,,,,Compliant,Compliant
AND-492,Android,No,Biometric + PIN,13.0,Rooted,,,,,Noncompliant,Compliant
AND-493,Android,Yes (AES),Alphanumeric (8),12.0,Rooted,,,,,Noncompliant,Compliant
AND-494,Android,No,Biometric + PIN,12.0,Rooted,,,,,Noncompliant,Compliant
AND-495,Android,No,Alphanumeric (8),13.0,Clean,,,,,Noncompliant,Compliant
AND-496,Android,Yes (AES),4-digit PIN,12.0,Rooted,,,,,Noncompliant,Compliant
AND-497,Android,No,Alphanumeric (8),11.0,Rooted,,,,,Compliant,Compliant
AND-498,Android,Yes (AES),Biometric + PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-499,Android,Yes (AES),Alphanumeric (8),13.0,Clean,,,,,Noncompliant,Compliant
AND-500,Android,No,Alphanumeric (8),12.0,Clean,,,,,Noncompliant,Compliant
AND-501,Android,No,Biometric + PIN,13.0,Clean,,,,,Compliant,Compliant
AND-502,Android,No,Alphanumeric (8),13.0,Clean,,,,,Noncompliant,Compliant
AND-503,Android,Yes (AES),Biometric + PIN,11.0,Rooted,,,,,Noncompliant,Compliant
AND-504,Android,Yes (AES),Alphanumeric (8),13.0,Rooted,,,,,Noncompliant,Compliant
AND-505,Android,No,Alphanumeric (8),14.0,Clean,,,,,Noncompliant,Compliant
AND-506,Android,No,4-digit PIN,13.0,Rooted,,,,,Compliant,Compliant
AND-507,Android,Yes (AES),4-digit PIN,12.0,Rooted,,,,,Compliant,Compliant
AND-508,Android,Yes (AES),Alphanumeric (8),12.0,Clean,,,,,Noncompliant,Compliant
AND-509,Android,No,Alphanumeric (8),11.0,Rooted,,,,,Noncompliant,Compliant
AND-510,Android,No,4-digit PIN,13.0,Clean,,,,,Compliant,Compliant
AND-511,Android,Yes (AES),Alphanumeric (8),12.0,Clean,,,,,Compliant,Compliant
AND-512,Android,Yes (AES),Biometric + PIN,14.0,Clean,,,,,Compliant,Compliant
AND-513,Android,Yes (AES),4-digit PIN,12.0,Clean,,,,,Noncompliant,Compliant
AND-514,Android,Yes (AES),4-digit PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-515,Android,No,Biometric + PIN,12.0,Rooted,,,,,Noncompliant,Compliant
AND-516,Android,No,Biometric + PIN,14.0,Rooted,,,,,Compliant,Compliant
AND-517,Android,No,Alphanumeric (8),13.0,Clean,,,,,Noncompliant,Compliant
AND-518,Android,No,Alphanumeric (8),11.0,Clean,,,,,Noncompliant,Compliant
AND-519,Android,Yes (AES),Biometric + PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-520,Android,Yes (AES),4-digit PIN,12.0,Clean,,,,,Compliant,Compliant
AND-521,Android,Yes (AES),4-digit PIN,11.0,Rooted,,,,,Compliant,Compliant
AND-522,Android,No,Alphanumeric (8),11.0,Clean,,,,,Noncompliant,Compliant
AND-523,Android,No,4-digit PIN,12.0,Clean,,,,,Noncompliant,Compliant
AND-524,Android,Yes (AES),4-digit PIN,13.0,Rooted,,,,,Noncompliant,Compliant
AND-525,Android,Yes (AES),Alphanumeric (8),12.0,Rooted,,,,,Noncompliant,Compliant
AND-526,Android,No,Alphanumeric (8),13.0,Clean,,,,,Compliant,Compliant
AND-527,Android,No,Alphanumeric (8),12.0,Clean,,,,,Noncompliant,Compliant
AND-528,Android,No,Alphanumeric (8),14.0,Clean,,,,,Compliant,Compliant
AND-529,Android,No,4-digit PIN,12.0,Rooted,,,,,Noncompliant,Compliant
AND-530,Android,Yes (AES),Biometric + PIN,14.0,Clean,,,,,Compliant,Compliant
AND-531,Android,No,Alphanumeric (8),12.0,Clean,,,,,Noncompliant,Compliant
AND-532,Android,Yes (AES),Biometric + PIN,14.0,Rooted,,,,,Compliant,Compliant
AND-533,Android,Yes (AES),Alphanumeric (8),13.0,Rooted,,,,,Noncompliant,Compliant
AND-534,Android,No,4-digit PIN,13.0,Rooted,,,,,Compliant,Compliant
AND-535,Android,Yes (AES),Alphanumeric (8),14.0,Rooted,,,,,Compliant,Compliant
AND-536,Android,No,4-digit PIN,11.0,Clean,,,,,Compliant,Compliant
AND-537,Android,Yes (AES),Alphanumeric (8),13.0,Clean,,,,,Compliant,Compliant
AND-538,Android,No,Biometric + PIN,13.0,Clean,,,,,Noncompliant,Compliant
AND-539,Android,No,Biometric + PIN,12.0,Rooted,,,,,Noncompliant,Compliant
AND-540,Android,No,Alphanumeric (8),14.0,Rooted,,,,,Noncompliant,Compliant
AND-541,Android,No,Biometric + PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-542,Android,No,Biometric + PIN,13.0,Clean,,,,,Noncompliant,Compliant
AND-543,Android,Yes (AES),Biometric + PIN,12.0,Clean,,,,,Noncompliant,Compliant
AND-544,Android,No,Alphanumeric (8),13.0,Clean,,,,,Compliant,Compliant
AND-545,Android,Yes (AES),4-digit PIN,13.0,Rooted,,,,,Compliant,Compliant
AND-546,Android,Yes (AES),4-digit PIN,13.0,Clean,,,,,Noncompliant,Compliant
AND-547,Android,Yes (AES),4-digit PIN,13.0,Clean,,,,,Compliant,Compliant
AND-548,Android,Yes (AES),Alphanumeric (8),12.0,Rooted,,,,,Compliant,Compliant
AND-549,Android,Yes (AES),4-digit PIN,11.0,Rooted,,,,,Compliant,Compliant
AND-550,Android,Yes (AES),Biometric + PIN,13.0,Clean,,,,,Noncompliant,Compliant
AND-551,Android,Yes (AES),4-digit PIN,11.0,Clean,,,,,Compliant,Compliant
AND-552,Android,Yes (AES),4-digit PIN,11.0,Rooted,,,,,Noncompliant,Compliant
AND-553,Android,No,Biometric + PIN,14.0,Clean,,,,,Compliant,Compliant
AND-554,Android,No,Biometric + PIN,13.0,Clean,,,,,Compliant,Compliant
AND-555,Android,Yes (AES),Alphanumeric (8),11.0,Rooted,,,,,Compliant,Compliant
AND-556,Android,No,Biometric + PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-557,Android,No,Alphanumeric (8),13.0,Clean,,,,,Compliant,Compliant
AND-558,Android,No,Alphanumeric (8),12.0,Rooted,,,,,Noncompliant,Compliant
AND-559,Android,Yes (AES),4-digit PIN,13.0,Clean,,,,,Noncompliant,Compliant
AND-560,Android,Yes (AES),Biometric + PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-561,Android,Yes (AES),Biometric + PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-562,Android,No,Alphanumeric (8),11.0,Rooted,,,,,Compliant,Compliant
AND-563,Android,Yes (AES),Alphanumeric (8),13.0,Rooted,,,,,Noncompliant,Compliant
AND-564,Android,No,Biometric + PIN,14.0,Rooted,,,,,Compliant,Compliant
AND-565,Android,No,Alphanumeric (8),12.0,Clean,,,,,Noncompliant,Compliant
AND-566,Android,No,4-digit PIN,13.0,Clean,,,,,Compliant,Compliant
AND-567,Android,Yes (AES),Biometric + PIN,11.0,Rooted,,,,,Noncompliant,Compliant
AND-568,Android,No,4-digit PIN,13.0,Rooted,,,,,Noncompliant,Compliant
AND-569,Android,No,Alphanumeric (8),12.0,Clean,,,,,Noncompliant,Compliant
AND-570,Android,Yes (AES),Alphanumeric (8),11.0,Rooted,,,,,Noncompliant,Compliant
AND-571,Android,No,4-digit PIN,12.0,Rooted,,,,,Compliant,Compliant
AND-572,Android,Yes (AES),Biometric + PIN,13.0,Clean,,,,,Compliant,Compliant
AND-573,Android,Yes (AES),4-digit PIN,14.0,Clean,,,,,Compliant,Compliant
AND-574,Android,No,4-digit PIN,11.0,Clean,,,,,Compliant,Compliant
AND-575,Android,No,Alphanumeric (8),11.0,Rooted,,,,,Noncompliant,Compliant
AND-576,Android,No,Alphanumeric (8),11.0,Clean,,,,,Noncompliant,Compliant
AND-577,Android,Yes (AES),Biometric + PIN,13.0,Rooted,,,,,Noncompliant,Compliant
AND-578,Android,Yes (AES),Alphanumeric (8),14.0,Clean,,,,,Noncompliant,Compliant
AND-579,Android,No,Alphanumeric (8),13.0,Clean,,,,,Noncompliant,Compliant
AND-580,Android,No,4-digit PIN,11.0,Rooted,,,,,Compliant,Compliant
AND-581,Android,Yes (AES),4-digit PIN,11.0,Clean,,,,,Compliant,Compliant
AND-582,Android,No,Biometric + PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-583,Android,Yes (AES),Biometric + PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-584,Android,No,Alphanumeric (8),12.0,Rooted,,,,,Compliant,Compliant
AND-585,Android,Yes (AES),4-digit PIN,11.0,Rooted,,,,,Noncompliant,Compliant
AND-586,Android,No,Biometric + PIN,11.0,Rooted,,,,,Noncompliant,Compliant
AND-587,Android,No,4-digit PIN,13.0,Clean,,,,,Compliant,Compliant
AND-588,Android,No,4-digit PIN,11.0,Rooted,,,,,Noncompliant,Compliant
AND-589,Android,Yes (AES),Biometric + PIN,11.0,Clean,,,,,Noncompliant,Compliant
AND-590,Android,Yes (AES),Biometric + PIN,14.0,Rooted,,,,,Compliant,Compliant
AND-591,Android,No,Biometric + PIN,12.0,Clean,,,,,Compliant,Compliant
AND-592,Android,Yes (AES),4-digit PIN,11.0,Clean,,,,,Compliant,Compliant
AND-593,Android,No,Biometric + PIN,12.0,Rooted,,,,,Compliant,Compliant
AND-594,Android,Yes (AES),4-digit PIN,14.0,Clean,,,,,Noncompliant,Compliant
AND-595,Android,Yes (AES),Biometric + PIN,13.0,Clean,,,,,Noncompliant,Compliant
AND-596,Android,Yes (AES),Alphanumeric (8),11.0,Rooted,,,,,Noncompliant,Compliant
AND-597,Android,Yes (AES),Biometric + PIN,12.0,Clean,,,,,Compliant,Compliant
AND-598,Android,Yes (AES),Biometric + PIN,14.0,Rooted,,,,,Noncompliant,Compliant
AND-599,Android,No,Biometric + PIN,13.0,Rooted,,,,,Compliant,Compliant
AND-600,Android,Yes (AES),4-digit PIN,14.0,Rooted,,,,,Noncompliant,Compliant
